OutcomeType,AnimalType,SexuponOutcome,Breed,Color,mix_breed,clean_age,weekday,hour,day,month,Sex,neuter_status
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,5,16,18,10,Male,Neutered
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,1,120.0,5,18,11,4,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Longhair Mix,Brown Tabby/White,1,24.0,6,14,19,7,Female,Spayed
Return_to_owner,Dog,Spayed Female,Rat Terrier Mix,White/Black,1,84.0,0,11,21,7,Female,Spayed
Adoption,Dog,Neutered Male,Other,Tan/Black,0,12.0,0,17,25,8,Male,Neutered
Transfer,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,1,60.0,3,13,17,9,Male,Neutered
Return_to_owner,Dog,Spayed Female,Chihuahua Shorthair Mix,Other,1,72.0,0,17,23,3,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,1,0.25,5,15,22,8,Unknown,Unknown
Euthanasia,Dog,Spayed Female,Pit Bull Mix,Tan/White,1,84.0,3,18,17,7,Female,Spayed
Adoption,Dog,Neutered Male,Chihuahua Longhair Mix,Black,1,12.0,2,17,2,10,Male,Neutered
Adoption,Dog,Neutered Male,Other,White/Brown,0,12.0,3,12,10,7,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,1,0.5,6,17,3,5,Female,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,1,12.0,1,15,24,12,Female,Intact
Return_to_owner,Dog,Neutered Male,Other,Black/Brown,0,60.0,2,14,3,12,Male,Neutered
Return_to_owner,Dog,Spayed Female,Rottweiler Mix,Black/Tan,1,24.0,0,11,11,8,Female,Spayed
Adoption,Dog,Neutered Male,Siberian Husky Mix,Other,1,10.0,1,17,18,3,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black,1,3.0,0,14,25,5,Female,Intact
Adoption,Dog,Neutered Male,Other,Fawn/White,0,9.0,4,18,14,2,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black/White,1,1.0,0,15,21,9,Female,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Blue,1,0.0,4,15,25,4,Unknown,Unknown
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Calico,1,60.0,1,9,10,11,Female,Spayed
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Chocolate/White,1,8.0,5,21,20,2,Female,Spayed
Transfer,Dog,Intact Male,Cairn Terrier Mix,Cream,1,12.0,3,14,30,4,Male,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,1,2.0,2,10,14,10,Female,Spayed
Return_to_owner,Cat,Neutered Male,Domestic Shorthair,Black/White,0,3.0,1,17,8,10,Male,Neutered
Return_to_owner,Dog,Intact Male,Chihuahua Shorthair Mix,Chocolate/White,1,168.0,0,15,6,4,Male,Intact
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Chocolate,1,84.0,6,10,16,3,Male,Neutered
Adoption,Dog,Neutered Male,Other,Other,0,24.0,6,11,10,1,Male,Neutered
Transfer,Dog,Spayed Female,Other,Brown Brindle,1,6.0,3,0,5,11,Female,Spayed
Adoption,Dog,Neutered Male,Australian Shepherd Mix,Tan/White,1,11.0,0,15,13,1,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White,1,36.0,3,14,5,2,Male,Neutered
Transfer,Cat,Intact Female,Domestic Longhair Mix,Black/White,1,2.0,4,13,7,11,Female,Intact
Adoption,Dog,Neutered Male,Other,Black/White,0,12.0,6,15,27,4,Male,Neutered
Euthanasia,Cat,Intact Female,Siamese Mix,Other,1,1.0,0,18,29,9,Female,Intact
Euthanasia,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Brown,1,48.0,5,19,28,3,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby,1,96.0,2,14,27,11,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Calico,1,3.0,2,17,16,10,Female,Spayed
Adoption,Dog,Spayed Female,Australian Cattle Dog Mix,Brown/White,1,2.0,6,14,9,11,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,4.0,4,12,15,8,Female,Spayed
Euthanasia,Dog,Intact Male,Other,Tan/Black,0,24.0,4,17,21,3,Male,Intact
Return_to_owner,Dog,Neutered Male,Dachshund Mix,Brown,1,72.0,3,17,17,7,Male,Neutered
Transfer,Dog,Spayed Female,Boxer Mix,Brown Brindle/White,1,11.0,6,13,2,8,Female,Spayed
Transfer,Dog,Spayed Female,Labrador Retriever Mix,Tan/White,1,12.0,3,16,8,10,Female,Spayed
Transfer,Dog,Neutered Male,Other,Other,0,48.0,5,16,23,11,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Medium Hair Mix,Blue/White,1,2.0,5,14,13,9,Male,Neutered
Transfer,Dog,Neutered Male,Pit Bull Mix,Red,1,24.0,0,0,23,11,Male,Neutered
Adoption,Dog,Spayed Female,Australian Cattle Dog Mix,Other,1,2.0,0,17,25,11,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,6.0,1,18,6,1,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,96.0,6,17,16,8,Male,Neutered
Return_to_owner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,36.0,3,17,13,2,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/White,1,24.0,6,17,10,8,Male,Neutered
Transfer,Dog,Intact Male,Australian Cattle Dog Mix,White/Brown,1,2.0,4,17,7,11,Male,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,0.75,6,13,21,9,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,2.0,4,14,5,6,Female,Spayed
Adoption,Dog,Neutered Male,German Shepherd Mix,Brown,1,48.0,1,7,30,6,Male,Neutered
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,60.0,0,14,16,12,Male,Neutered
Adoption,Dog,Spayed Female,Other,Chocolate/White,1,24.0,6,13,22,11,Female,Spayed
Transfer,Cat,Intact Female,Domestic Medium Hair Mix,Calico,1,6.0,3,15,3,10,Female,Intact
Transfer,Dog,Spayed Female,Miniature Poodle Mix,Other,1,24.0,4,19,9,5,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Sable,0,120.0,0,10,1,9,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black/White,1,6.0,4,9,12,12,Male,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Calico,1,2.0,1,12,1,4,Female,Intact
Adoption,Dog,Neutered Male,Other,Sable,1,6.0,5,17,21,2,Male,Neutered
Return_to_owner,Dog,Neutered Male,Chihuahua Shorthair Mix,Tricolor,1,96.0,5,18,25,1,Male,Neutered
Adoption,Dog,Neutered Male,Labrador Retriever Mix,Buff,1,6.0,3,12,12,11,Male,Neutered
Transfer,Cat,Intact Male,Siamese Mix,Seal Point,1,3.0,3,17,14,8,Male,Intact
Adoption,Dog,Spayed Female,Other,Black/Tan,0,12.0,2,18,1,1,Female,Spayed
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown/Black,1,12.0,0,17,16,3,Female,Spayed
Adoption,Dog,Neutered Male,Boxer Mix,Tricolor,1,2.0,0,18,19,5,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby,1,0.5,4,18,16,5,Unknown,Unknown
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,1,24.0,5,18,25,1,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,1,2.0,0,11,8,9,Female,Spayed
Return_to_owner,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,9.0,1,11,2,9,Male,Neutered
Transfer,Dog,Spayed Female,Rat Terrier Mix,Black/White,1,48.0,1,14,23,12,Female,Spayed
Adoption,Dog,Neutered Male,Other,Red/White,0,4.0,2,18,12,11,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,White,1,0.0,6,18,6,7,Male,Intact
Transfer,Dog,Intact Male,Other,Other,0,72.0,5,15,30,5,Male,Intact
Adoption,Dog,Spayed Female,Other,Black/White,0,2.0,5,17,11,1,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,1,8.0,3,15,3,4,Female,Intact
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black/White,1,1.0,2,14,6,8,Male,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black,1,4.0,1,14,26,11,Female,Intact
Adoption,Cat,Intact Female,Domestic Shorthair Mix,Torbie,1,2.0,4,12,31,7,Female,Intact
Return_to_owner,Dog,Intact Female,Pit Bull Mix,Other,1,24.0,0,14,12,5,Female,Intact
Adoption,Dog,Neutered Male,Other,Tricolor,0,4.0,4,15,4,4,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,1,12.0,0,19,8,2,Male,Intact
Adoption,Cat,Spayed Female,Siamese Mix,Other,1,3.0,3,11,16,7,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black/White,1,2.0,1,14,8,7,Male,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,1,4.0,3,10,24,12,Female,Spayed
Adoption,Dog,Neutered Male,Other,Brown Brindle,0,60.0,6,12,14,6,Male,Neutered
Return_to_owner,Dog,Spayed Female,Pit Bull Mix,Fawn/White,1,24.0,3,14,23,1,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1,0.5,3,13,31,7,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Black,1,2.0,1,11,18,11,Female,Spayed
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White,1,10.0,6,18,15,11,Female,Spayed
Transfer,Dog,Neutered Male,Other,Black/White,0,24.0,1,13,17,6,Male,Neutered
Adoption,Dog,Spayed Female,Other,White,0,10.0,0,17,9,11,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Blue,1,1.0,4,16,25,7,Male,Intact
Return_to_owner,Dog,Neutered Male,Other,Other,0,12.0,6,16,8,6,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,1,7.0,0,17,19,1,Female,Spayed
Adoption,Dog,Spayed Female,Pit Bull Mix,Brown/White,1,24.0,4,14,13,2,Female,Spayed
Transfer,Dog,Spayed Female,Other,Black/White,0,84.0,4,16,2,1,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,2,18,22,7,Male,Neutered
Euthanasia,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,144.0,0,18,24,8,Male,Neutered
Transfer,Dog,Intact Female,Australian Cattle Dog Mix,Tricolor,1,36.0,1,14,2,9,Female,Intact
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,1,3.0,4,11,19,12,Female,Spayed
Adoption,Dog,Spayed Female,Other,Other,0,24.0,4,18,23,10,Female,Spayed
Return_to_owner,Dog,Intact Female,Labrador Retriever Mix,Yellow,1,144.0,1,16,22,4,Female,Intact
Adoption,Dog,Spayed Female,Other,Black,1,12.0,0,12,16,3,Female,Spayed
Transfer,Dog,Neutered Male,Labrador Retriever Mix,Yellow,1,36.0,4,16,29,8,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Calico,1,1.0,6,17,25,5,Female,Spayed
Transfer,Dog,Unknown,Labrador Retriever Mix,White,1,0.0,4,9,6,3,Unknown,Unknown
Return_to_owner,Dog,Spayed Female,Rat Terrier Mix,Tricolor,1,9.0,4,17,22,11,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Longhair Mix,Black/White,1,2.0,6,18,23,11,Female,Spayed
Euthanasia,Dog,Neutered Male,Other,Tan/White,0,24.0,2,17,10,6,Male,Neutered
Return_to_owner,Dog,Neutered Male,American Bulldog Mix,White,1,84.0,0,17,28,12,Male,Neutered
Transfer,Dog,Neutered Male,Labrador Retriever Mix,Blue,1,4.0,0,16,10,3,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,1,120.0,1,15,26,5,Male,Neutered
Return_to_owner,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,1,60.0,3,16,27,2,Female,Spayed
Adoption,Dog,Spayed Female,Other,Chocolate/White,0,24.0,6,16,1,3,Female,Spayed
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White,1,60.0,5,15,20,9,Male,Neutered
Adoption,Cat,Neutered Male,Siamese Mix,Other,1,5.0,2,17,15,10,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,12.0,2,18,1,4,Male,Neutered
Transfer,Dog,Intact Male,Other,Other,0,12.0,4,12,13,11,Male,Intact
Transfer,Cat,Neutered Male,Domestic Medium Hair Mix,Black,1,4.0,3,13,18,12,Male,Neutered
Transfer,Dog,Spayed Female,Other,White/Tan,0,24.0,3,17,13,2,Female,Spayed
Euthanasia,Dog,Intact Male,Rottweiler Mix,Black/Tan,1,36.0,3,17,17,4,Male,Intact
Transfer,Cat,Intact Male,Domestic Shorthair,Blue,0,1.0,4,17,24,4,Male,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black/White,1,0.75,1,18,19,5,Unknown,Unknown
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,0.75,2,12,17,6,Female,Intact
Transfer,Dog,Spayed Female,Other,Black,0,24.0,5,13,11,7,Female,Spayed
Adoption,Dog,Neutered Male,Boxer Mix,Brown/White,1,12.0,6,19,8,11,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,1,0.5,6,17,3,8,Male,Intact
Adoption,Dog,Neutered Male,Jack Russell Terrier Mix,White/Tan,1,24.0,4,14,10,10,Male,Neutered
Return_to_owner,Dog,Intact Male,Other,Red/White,0,9.0,0,12,26,10,Male,Intact
Adoption,Dog,Neutered Male,Other,Brown,0,36.0,6,15,26,1,Male,Neutered
Euthanasia,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,1.0,4,9,26,6,Female,Intact
Adoption,Dog,Neutered Male,Other,Tricolor,0,24.0,6,14,8,2,Male,Neutered
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,24.0,1,19,26,1,Male,Neutered
Transfer,Dog,Neutered Male,Other,Other,1,4.0,4,18,4,7,Male,Neutered
Return_to_owner,Dog,Intact Male,Other,Brown Brindle,0,36.0,4,17,16,10,Male,Intact
Transfer,Dog,Neutered Male,Pit Bull Mix,Brown/White,1,12.0,4,17,5,12,Male,Neutered
Transfer,Cat,Intact Male,Domestic Medium Hair Mix,Brown Tabby/White,1,1.0,3,18,25,9,Male,Intact
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Brown,1,12.0,5,13,17,5,Female,Spayed
Transfer,Dog,Neutered Male,Labrador Retriever Mix,Black/Tan,1,2.0,3,12,7,1,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,Brown,0,108.0,0,18,11,5,Female,Spayed
Adoption,Dog,Neutered Male,Pit Bull Mix,Brown,1,24.0,6,18,31,5,Male,Neutered
Adoption,Dog,Spayed Female,Other,White/Blue,1,6.0,5,11,21,11,Female,Spayed
Adoption,Dog,Neutered Male,Other,Tricolor,0,3.0,1,13,3,3,Male,Neutered
Adoption,Dog,Neutered Male,Other,Chocolate/White,0,1.0,0,16,7,7,Male,Neutered
Transfer,Dog,Intact Female,Yorkshire Terrier Mix,Black/Tan,1,12.0,1,0,24,11,Female,Intact
Adoption,Dog,Spayed Female,Pit Bull Mix,Blue/White,1,24.0,4,14,16,5,Female,Spayed
Return_to_owner,Dog,Spayed Female,Labrador Retriever Mix,Black/White,1,36.0,5,16,22,3,Female,Spayed
Adoption,Cat,Intact Male,Siamese Mix,Other,1,2.0,5,14,10,10,Male,Intact
Return_to_owner,Dog,Spayed Female,Other,Blue/White,1,24.0,6,17,9,3,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Brown Brindle/White,0,24.0,3,12,24,10,Male,Neutered
Adoption,Dog,Neutered Male,Other,Brown/Black,1,2.0,0,17,25,8,Male,Neutered
Euthanasia,Cat,Spayed Female,Domestic Longhair Mix,Tortie,1,144.0,0,18,14,7,Female,Spayed
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Blue,1,24.0,3,13,30,1,Male,Neutered
Euthanasia,Dog,Intact Female,Labrador Retriever Mix,Black,1,8.0,1,14,27,1,Female,Intact
Euthanasia,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,1,120.0,1,9,12,1,Female,Intact
Adoption,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby,1,2.0,0,15,7,7,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Other,1,3.0,5,17,7,6,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Blue/White,0,12.0,2,14,18,12,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,24.0,2,9,18,6,Female,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby,1,2.0,6,19,29,11,Male,Neutered
Adoption,Cat,Spayed Female,Siamese Mix,Other,1,3.0,5,18,13,9,Female,Spayed
Adoption,Dog,Spayed Female,Miniature Poodle Mix,White,1,84.0,2,17,25,3,Female,Spayed
Adoption,Dog,Spayed Female,Dachshund Mix,Brown,1,24.0,5,15,7,3,Female,Spayed
Return_to_owner,Dog,Intact Female,Boxer Mix,Brown Brindle/White,1,4.0,2,18,15,10,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,2.0,1,17,1,12,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,3.0,5,12,5,9,Male,Neutered
Transfer,Cat,Spayed Female,Other,Other,1,24.0,4,12,20,12,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,1,6.0,6,19,8,12,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Torbie,1,0.0,2,15,8,4,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,3.0,5,17,12,7,Female,Spayed
Adoption,Cat,Spayed Female,Siamese Mix,Other,1,5.0,1,17,11,11,Female,Spayed
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,1,2.0,3,13,8,10,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,1,1.0,2,15,24,9,Female,Intact
Euthanasia,Dog,Spayed Female,Pit Bull Mix,Black/White,1,12.0,6,18,10,11,Female,Spayed
Transfer,Dog,Intact Male,Australian Cattle Dog Mix,Brown/Black,1,1.0,1,11,29,10,Male,Intact
Return_to_owner,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/Tan,1,36.0,6,18,17,11,Female,Spayed
Adoption,Dog,Neutered Male,Other,Black,0,36.0,1,11,3,6,Male,Neutered
Return_to_owner,Dog,Intact Male,Other,Tricolor,0,72.0,1,16,5,8,Male,Intact
Adoption,Dog,Intact Male,Pit Bull Mix,White/Blue,1,8.0,6,14,26,7,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,4.0,2,14,17,9,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Yellow,1,36.0,1,12,11,3,Male,Neutered
Return_to_owner,Dog,Intact Male,Chihuahua Shorthair Mix,Tricolor,1,1.0,4,11,13,12,Male,Intact
Return_to_owner,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,1,2.0,6,17,3,1,Female,Spayed
Transfer,Dog,Intact Male,Australian Cattle Dog Mix,Other,1,2.0,2,8,7,10,Male,Intact
Euthanasia,Dog,Intact Male,Other,Black,0,12.0,1,18,8,9,Male,Intact
Return_to_owner,Dog,Neutered Male,Other,Black,1,60.0,1,16,24,11,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,Tricolor,0,84.0,5,12,26,12,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Longhair Mix,Blue,1,2.0,0,17,29,6,Female,Spayed
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Black/White,1,36.0,2,18,11,11,Male,Neutered
Adoption,Cat,Intact Female,Domestic Shorthair Mix,Torbie,1,1.0,5,17,11,10,Female,Intact
Adoption,Dog,Neutered Male,Miniature Poodle Mix,Buff,1,72.0,0,17,5,10,Male,Neutered
Transfer,Dog,Intact Female,Labrador Retriever Mix,Chocolate/White,1,2.0,4,16,3,4,Female,Intact
Euthanasia,Dog,Neutered Male,Pit Bull Mix,White/Brown,1,24.0,5,8,4,7,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby/White,1,0.5,5,17,10,10,Unknown,Unknown
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black/White,1,12.0,4,9,16,1,Female,Intact
Return_to_owner,Dog,Spayed Female,Other,Black/Tan,1,24.0,6,12,1,2,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,2.0,6,19,13,7,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,1,2.0,0,20,19,10,Male,Neutered
Euthanasia,Cat,Neutered Male,Siamese Mix,Lynx Point,1,96.0,1,18,3,12,Male,Neutered
Transfer,Dog,Unknown,Labrador Retriever Mix,White,1,0.25,3,16,3,12,Unknown,Unknown
Return_to_owner,Dog,Neutered Male,Chihuahua Shorthair Mix,White,1,144.0,2,13,15,7,Male,Neutered
Return_to_owner,Dog,Spayed Female,Pit Bull Mix,Chocolate/White,1,12.0,2,13,25,3,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Cream,0,132.0,5,16,6,6,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby/White,1,0.5,0,16,8,9,Female,Intact
Return_to_owner,Dog,Neutered Male,Border Collie Mix,Black/White,1,24.0,3,11,10,4,Male,Neutered
Transfer,Dog,Neutered Male,German Shepherd Mix,Black/Tan,1,24.0,1,16,6,1,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Black,1,24.0,3,14,5,11,Male,Neutered
Return_to_owner,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown,1,36.0,1,11,23,6,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black,1,0.0,1,12,30,6,Unknown,Unknown
Euthanasia,Cat,Intact Male,Domestic Shorthair Mix,Other,1,0.75,6,19,17,5,Male,Intact
Adoption,Dog,Spayed Female,Jack Russell Terrier Mix,Tricolor,1,10.0,4,17,14,3,Female,Spayed
Return_to_owner,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,84.0,0,14,20,1,Female,Spayed
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Red/White,1,84.0,4,17,4,7,Male,Neutered
Return_to_owner,Dog,Intact Male,Other,Black/White,0,36.0,5,15,26,12,Male,Intact
Return_to_owner,Dog,Spayed Female,Other,Black,0,24.0,0,15,4,11,Female,Spayed
Return_to_owner,Cat,Neutered Male,Domestic Medium Hair Mix,Blue Tabby,1,24.0,1,19,8,12,Male,Neutered
Return_to_owner,Dog,Spayed Female,Labrador Retriever Mix,Red,1,12.0,6,14,13,12,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Calico,1,5.0,6,16,13,12,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black,1,8.0,0,9,20,10,Unknown,Unknown
Adoption,Cat,Intact Male,Domestic Longhair Mix,Brown Tabby,1,3.0,3,14,18,12,Male,Intact
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,1,12.0,4,14,27,3,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Medium Hair Mix,Other,1,4.0,5,17,9,11,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby,1,12.0,2,15,12,2,Male,Intact
Transfer,Dog,Neutered Male,Pit Bull Mix,Tan/White,1,12.0,4,16,14,11,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,2.0,4,15,21,8,Male,Neutered
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Black,1,8.0,6,19,1,12,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Calico,1,12.0,4,9,7,8,Female,Intact
Return_to_owner,Dog,Neutered Male,Chihuahua Longhair Mix,Cream,1,60.0,3,18,12,11,Male,Neutered
Transfer,Dog,Intact Female,Chihuahua Shorthair Mix,White,1,1.0,4,17,4,9,Female,Intact
Return_to_owner,Dog,Spayed Female,Labrador Retriever Mix,Yellow,1,36.0,0,16,2,6,Female,Spayed
Adoption,Dog,Spayed Female,Pit Bull Mix,Black/White,1,36.0,3,14,5,11,Female,Spayed
Adoption,Dog,Spayed Female,Border Collie Mix,Tricolor,1,2.0,0,17,26,1,Female,Spayed
Transfer,Dog,Intact Male,Pit Bull Mix,White/Brown,1,3.0,2,15,24,6,Male,Intact
Return_to_owner,Dog,Intact Female,Yorkshire Terrier Mix,Other,1,120.0,3,15,9,4,Female,Intact
Return_to_owner,Dog,Neutered Male,American Bulldog Mix,Tan,1,60.0,1,17,26,1,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,1,1.0,2,11,11,11,Male,Intact
Transfer,Dog,Neutered Male,Other,Brown/White,0,84.0,6,15,22,3,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,Other,0,12.0,3,14,22,1,Female,Spayed
Adoption,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,1,3.0,6,18,16,8,Male,Intact
Return_to_owner,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,48.0,2,14,18,3,Male,Neutered
Return_to_owner,Dog,Intact Female,Jack Russell Terrier Mix,White/Brown,1,36.0,3,15,26,2,Female,Intact
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/Black,1,1.0,5,17,8,3,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1,0.5,0,13,27,4,Female,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,1,0.5,5,14,12,9,Unknown,Unknown
Transfer,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,1,0.0,1,12,21,7,Unknown,Unknown
Return_to_owner,Dog,Spayed Female,German Shepherd Mix,Tan/Black,1,12.0,6,11,1,3,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Calico,1,1.0,0,11,21,10,Female,Intact
Return_to_owner,Cat,Spayed Female,Other,Blue,1,96.0,2,13,2,10,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Other,1,1.0,1,16,15,4,Female,Intact
Return_to_owner,Dog,Neutered Male,Other,Black/Tan,0,120.0,1,11,16,2,Male,Neutered
Return_to_owner,Cat,Neutered Male,Other,Cream,1,4.0,1,18,17,11,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Tricolor,1,36.0,1,17,2,6,Male,Neutered
Transfer,Dog,Intact Male,Other,Black,0,24.0,2,17,11,2,Male,Intact
Return_to_owner,Dog,Spayed Female,Australian Cattle Dog Mix,Sable,1,96.0,0,15,13,1,Female,Spayed
